Date,Customer_id,customer_name,region,country,salesperson,quantity_sold,total_price,discount_applied,order_date,order_status
2024-01-02,e8e270f5-5dea-42dd-931c-a675fd6793dd,"Danielle Mccoy",Europe,"Cook Islands","Bradley Leach",1,215.02,36.02,2024-04-17,Completed
2022-12-23,bd369f04-b2b5-415f-9cf4-e5cc1ae168d4,"Michael Robinson",Asia,Germany,"Cindy Brewer",3,100.62,39.87,2024-10-11,Completed
2023-12-10,3c9223a6-311d-49a7-9c2c-fad4a61c4530,"Jessica Frederick",Australia,"Lao People's Democratic Republic","Danielle Clarke",2,748.06,23.17,2023-08-23,Completed
2024-12-15,e52c7f46-316c-4438-9f1f-133934e1443c,"Samuel Robertson",Europe,"Marshall Islands","Penny Lawrence",4,1493.2,34.95,2022-08-31,Completed
2023-10-25,10961bb5-036b-427b-a75f-bcce640ccc28,"Lisa Diaz",Africa,"Holy See (Vatican City State)","Laura Garcia",9,3036.33,37.24,2023-07-16,Pending
2024-01-16,439d5934-4773-44c2-afdc-199bc570a877,"Victoria Sanders",Europe,Djibouti,"Cody Pittman",6,1280.04,6.12,2025-01-28,Refunded
2022-07-03,964d42e3-d764-48f4-8f1f-08cc45f20c94,"Maria Cortez",Europe,Guam,"Dr. Cynthia Brandt MD",3,1154.97,16.76,2023-08-08,Pending
2024-04-24,14886342-f19e-4008-bfc3-88f4c316cce2,"Randy Potter",Africa,Fiji,"Makayla Ramos",7,1918.77,26.54,2023-10-18,Pending
2024-03-09,7d6212ec-1e8f-438e-86e1-4ff6b1e94e66,"Lindsay Henry",Asia,France,"Amy Acevedo",5,2445.3,40.37,2024-05-11,Completed
2023-02-09,7d6212ec-1e8f-438e-86e1-4ff6b1e94e66,"Lindsay Henry",Asia,France,"Ashley Holland",9,3425.58,36.83,2024-05-11,Canceled
2023-08-07,ebd4d844-78b7-4e36-a4a4-a161f3500c33,"Chad Taylor","North America",Thailand,"Rachel Rasmussen",10,3533.6,6.52,2023-08-03,Pending
2024-03-18,b96c6dbf-e7f0-41a8-a091-36ed3a5fb8e0,"Daniel Nelson",Europe,"British Virgin Islands","Kristy Snyder",10,4588.4,42.91,2024-04-05,Refunded
2023-10-18,22ad8314-dc9c-4ead-9894-25440d5de095,"Daniel King",Europe,"Saint Pierre and Miquelon","Tracy Riley",7,301.84,19.38,2022-04-21,Pending
2024-07-17,98fa8f83-6574-4eab-99d6-4403e70f8371,"Jennifer White","South America",Guyana,"Joshua Chang",6,879.42,0.12,2024-12-30,Completed
2023-07-12,92c32589-ecf0-4620-b86d-fe07fd33b57f,"Steven Morales","South America",Iraq,"Brian Castro",7,278.88,33.1,2024-07-31,Pending
2022-09-23,69f240c7-e767-4a6a-8e3b-b14851c86957,"Crystal Gibson",Asia,"Christmas Island","Courtney Brown",7,648.06,33.72,2023-09-21,Canceled
2024-01-13,fc96af10-4adf-4b63-bf7d-72cfd4a74659,"Terry Williams",Africa,Maldives,"Lauren Miller",1,26.04,41.77,2024-04-27,Completed
2023-01-10,5d45c592-1d56-4f58-b3f2-e25c05cea1eb,"Mary King",Asia,Belize,"Kathy Thomas",10,3948.1,38.54,2024-08-04,Completed
2023-07-20,2485a0ca-2266-408e-b428-e0b9a7776256,"Mary Jones",Australia,Kazakhstan,"Mark Chan",8,3587.28,33.75,2023-11-11,Pending
2024-06-22,571fa0ab-7f3b-460d-97c5-e922343e6eeb,"Rebecca Fischer",Africa,"Wallis and Futuna","Lisa Thompson",3,516.93,32.98,2022-06-04,Completed
2022-10-07,154e63eb-b567-4a1a-8d77-dd190b40cc49,"Samuel Morrison","North America",Seychelles,"Erik Ruiz",8,1733.92,19.04,2024-05-12,Pending
2023-02-20,0b080469-f74a-40cb-bf96-cb53beddaff4,"Daryl Davis",Asia,"South Africa","Tiffany Shaw",2,516.36,18.65,2024-11-27,Completed
2024-03-31,7451a165-4e8a-49b6-b12e-cb088b975f80,"Jodi Ramirez",Africa,Greenland,"William Harris",5,997.65,48.49,2025-02-14,Completed
2022-08-05,5fdc4bef-5119-4075-9950-eb36d9591662,"Matthew Kaufman",Europe,"Sierra Leone","Tyler Dixon",7,3143.91,18.32,2022-03-11,Pending
2022-07-06,891e1a76-bc4a-4102-a568-4b6dac67579e,"Ronald Powers",Australia,Ethiopia,"Ashley Whitaker",7,1318.73,28.96,2024-12-07,Refunded
2022-06-08,8dc801c2-9558-4868-a89f-7ce9433c95a0,"Heather Daniels",Africa,Lithuania,"Erik Jones",7,53.34,39.31,2023-11-16,Completed
2024-06-03,d5439fa7-1209-4057-ae53-55c7600bb316,"James Zamora","North America",Djibouti,"David Chapman",7,880.88,17.97,2023-05-07,Refunded
2022-09-01,0541614b-e65f-4cce-bdd2-878934a224b8,"Kathleen Bennett",Africa,Colombia,"Kurt Lopez",8,1655.12,0,2022-08-30,Pending
2022-06-04,263d1d1e-16b7-41b1-a9e8-f1842c69b593,"Nicholas Willis",Africa,Moldova,"Stacy Brown",8,1777.92,28.48,2025-01-14,Pending
2022-08-05,04cc84e5-e28e-4b88-bc92-70e832c17ca7,"Madison Nixon",Asia,Italy,"Lauren Neal",8,3792.08,33.19,2024-08-25,Canceled
2023-07-31,ca0605cf-51fd-494f-a338-3def7ac8f10f,"Sharon Powell",Australia,Lebanon,"Danielle Graham",6,1473.06,24.39,2023-11-11,Canceled
2023-01-04,9e54cf57-3d85-482e-959e-71aff67e6e4a,"Alyssa Galloway",Asia,Lesotho,"Stephen Hall",1,155.77,19.46,2022-06-18,Refunded
2025-02-09,c81fa169-1dab-49e0-916a-23b030139d2a,"Beth Potter",Asia,"United States Virgin Islands","Timothy Fitzpatrick DVM",2,953.52,32.24,2023-10-18,Completed
2024-11-17,245df0ad-aae2-4644-a124-0aba9cbda6d4,"David Black",Europe,Mozambique,"Erin Johnson",1,257.02,0.09,2023-08-23,Refunded
2025-01-29,63b9f173-1e70-4afe-aa92-25bb2bee9b8c,"Julie Nelson",Europe,Myanmar,"Kaitlin Leon",3,560.01,29.07,2022-10-24,Canceled
2023-08-31,4b543643-abf3-4c19-a573-12de7729ad5c,"Brandon Conway",Europe,"Libyan Arab Jamahiriya","Karen Oconnell",2,197.62,27.67,2024-03-26,Pending
2023-10-30,8427e9f3-194d-44a9-894a-da42f0c45700,"Cheryl Garcia","North America",Kuwait,"Jacob Dean",1,141.01,30.94,2024-07-04,Completed
2023-12-06,91cb3d8f-0f81-40ed-a749-4898e1cb5827,"Jake Parker",Asia,Montserrat,"Kristine Winters",5,383.3,25.64,2023-07-16,Pending
2023-03-17,3f3f523a-2e36-47a7-99cb-f870a46591ee,"Daniel Hall","North America","Puerto Rico","William Collins",1,446.46,10.98,2023-05-21,Pending
2023-07-08,4fed767a-a64d-4f6a-a40e-a2db7750a5f2,"Richard Gonzalez",Africa,Monaco,"Kimberly Farley",5,1283.95,6.83,2023-06-05,Completed
2024-09-10,66e34442-f895-4d91-a21e-8c77c1ff732a,"Steven Jones",Africa,Eritrea,"Pamela Sims",7,1808.94,2.13,2023-05-13,Refunded
2024-11-15,cc8a250d-1302-4a44-a04e-360faf9ceff1,"Alyssa Brown","North America",Djibouti,"Stephanie Duffy",1,208.82,21.99,2023-03-17,Canceled
2023-04-29,efd8218e-f206-4774-86fa-52a068f0ef63,"Rodney Blankenship",Europe,Bahrain,"Amanda Brock",2,930.44,7.24,2024-08-21,Completed
2024-06-19,efd8218e-f206-4774-86fa-52a068f0ef63,"Rodney Blankenship",Europe,Bahrain,"Eric Price",9,3580.11,11.09,2024-08-21,Refunded
2024-05-02,3c56f897-e361-4173-a6e1-c840f50f803a,"Melinda Henry",Africa,"Saint Vincent and the Grenadines","Stephanie Garcia",4,365.68,9.67,2022-06-06,Canceled
2022-08-22,4bf7fc8a-683d-4413-88fe-dac013d8cf08,"Jonathan Turner",Africa,Colombia,"Matthew Wells",2,122.44,0,2022-06-14,Canceled
2023-04-05,a510a477-08a6-4897-9efa-3a878a53a1de,"Crystal Garcia",Europe,Honduras,"John Snyder",3,1396.56,22.89,2022-08-29,Completed
2023-01-13,57600d6d-15a8-4a4a-85d4-7c7a6699f22f,"Thomas Day","South America",Jamaica,"Gregory Figueroa",8,759.6,14.35,2024-09-08,Refunded
2024-11-06,57600d6d-15a8-4a4a-85d4-7c7a6699f22f,"Thomas Day","South America",Jamaica,"Justin Schmidt",8,3475.92,10.47,2024-09-08,Canceled
2024-03-03,fb941cb0-e1b2-4cd1-b8a3-acbdbf0b71a5,"Mark Ruiz","South America",Bahrain,"Tiffany Garza",10,1636.2,29.9,2024-01-01,Refunded
2024-06-19,a6b9940e-ff3c-43c5-9ab1-c50a52dd7330,"Kendra Kennedy",Australia,"El Salvador","Michael Braun",4,104.16,5.02,2022-06-05,Pending
2022-04-11,05ef7bc8-7a57-434f-a0e5-4deffa9c6235,"Tammy Archer","South America",Mauritius,"Scott Galloway",3,411.6,22.34,2023-05-25,Completed
2024-09-18,966b53d8-b639-46d6-af0b-1e39b9a680a6,"Melissa Clark",Europe,Mayotte,"Emily Moore",4,1906.72,39.49,2023-07-16,Pending
2024-02-16,966b53d8-b639-46d6-af0b-1e39b9a680a6,"Melissa Clark",Europe,Mayotte,"Lisa Harrison",9,2325.78,38.85,2023-07-16,Refunded
2023-05-26,adbd4985-f5e9-449b-9971-d388a901f658,"Mr. Richard Sanchez","South America","Isle of Man","Sara Hernandez",5,112.25,8.89,2023-02-10,Refunded
2023-05-12,546726a0-0846-475d-b0fb-7afdfd74b5a3,"Timothy Gutierrez",Australia,Comoros,"James Johnson",2,947.76,41.05,2022-10-11,Completed
2022-08-22,420d3676-8583-4bec-b29b-5185351ceebd,"Jamie Wiggins",Africa,Italy,"Jasmin Burton",8,1706.72,36.23,2023-03-18,Pending
2023-09-06,5e4c1b32-8952-48a1-87d7-05ec172698c9,"Nicholas Hernandez",Asia,"Faroe Islands","Brian Miller",5,1287.45,39.47,2022-04-30,Pending
2022-11-08,061cda15-6641-4ed0-809e-d83c2a04d73a,"Mary Grant",Asia,Paraguay,"Marie Smith",8,1159.44,32.99,2022-04-22,Canceled
2025-02-01,625e1390-0ca0-4c87-b541-ddcb534acc72,"Derrick Doyle",Europe,"Falkland Islands (Malvinas)","Jeffrey Mata",8,594.32,45.38,2022-07-07,Pending
2024-03-11,8829cd72-41e9-4174-9853-9f6a1ce0825f,"Charles Saunders","South America","Saint Kitts and Nevis","Heather Farrell",9,1903.32,33.5,2024-08-13,Refunded
2022-08-05,0c10d3ec-59e9-4d54-bbcd-1d741edd0ee2,"Michele Jones",Australia,Bhutan,"Peter Mccoy",3,724.74,40.53,2024-09-26,Completed
2023-05-06,ded637db-6160-4a64-8a76-fda64425535b,"Stacey Lambert",Australia,Bangladesh,"Heather Turner",9,4023.63,0.26,2022-06-23,Pending
2022-04-03,042d1dca-cd57-49e5-8d22-2b7840715393,"Lauren Rosales","North America",China,"Danny Bray",7,3423.42,28.92,2022-08-04,Completed
2023-11-14,678936cb-d9d3-498f-9f41-ae7aa660eeab,"Mark Kerr","North America",Mayotte,"Frank Glass",9,2998.62,48.42,2024-12-20,Refunded
2022-05-24,678936cb-d9d3-498f-9f41-ae7aa660eeab,"Mark Kerr","North America",Mayotte,"Kari Gutierrez",4,1644.44,48.1,2024-12-20,Completed
2022-11-11,eb247e1f-dc5b-4523-9a19-03f145ab2b21,"Kevin Aguirre",Australia,"Saint Barthelemy","Bruce Owen",6,1764.18,41.8,2024-06-04,Canceled
2025-02-13,82651551-bd78-4367-a9bb-0c30e2ed8ac3,"Randy Wilkinson",Europe,Portugal,"Emily Harris",6,669,0.87,2023-11-12,Refunded
2022-07-16,740a2a3b-207f-4f3c-838b-e06f0bb0a41b,"Jacob Zimmerman",Asia,Kuwait,"Nancy Delgado",5,1299.75,22.81,2024-06-03,Refunded
2023-10-02,2e706ec4-24f0-40c9-bc20-b32e563a7c0d,"Mr. Johnny Harding",Europe,Algeria,"Kathleen Robinson",7,607.46,6.51,2023-06-22,Pending
2022-04-18,154ec883-91df-46f2-ad3d-801ff9f3c5f7,"Michael Clark",Africa,"Marshall Islands","Carol Miller",10,979.7,19.24,2023-06-27,Refunded
2023-10-31,be135c7a-5cf8-4b5b-bfa8-a89b0a425289,"David Little","North America",Tajikistan,"Eric Nelson",5,891.55,47.43,2022-05-10,Canceled
2023-12-23,b26261ba-53ea-48ac-968d-49a014e93c55,"Chase Rhodes",Europe,Kiribati,"Stephanie Coleman",5,1753.75,5.78,2023-02-28,Pending
2023-10-09,bba93d7a-f241-431e-ac38-bf1ba81cfc36,"Brandi Bird",Asia,Uzbekistan,"Ian Walsh",10,424.2,4.76,2025-01-02,Pending
2022-06-12,bba93d7a-f241-431e-ac38-bf1ba81cfc36,"Brandi Bird",Asia,Uzbekistan,"Jamie Webb",9,381.78,22.27,2025-01-02,Pending
2023-10-09,7c201e89-e5db-4344-9a3d-96061cdba12b,"Sara Kennedy",Europe,"Saint Barthelemy","Becky Andrews",3,1444.23,24.79,2024-12-31,Pending
2022-03-16,5def162b-eeb0-4b6d-8a50-52b525c07ebd,"Brian Clark",Asia,Uganda,"Angela Henry",7,844.13,27.25,2024-11-28,Pending
2023-01-20,6d8d33b0-fa77-4b89-be84-2dddd0421bfd,"Hunter Cisneros",Europe,"El Salvador","Samuel Vance",6,975.54,28.36,2023-02-18,Completed
2024-07-03,ae7a8c4c-957a-48aa-aed3-17b547cbf88a,"Lisa Alvarez",Australia,Oman,"Nicholas Garcia",4,1049.76,40.72,2024-09-08,Refunded
2024-11-02,ae7a8c4c-957a-48aa-aed3-17b547cbf88a,"Lisa Alvarez",Australia,Oman,"Shannon Porter",1,101.63,6.78,2024-09-08,Refunded
2024-06-11,ec6fe793-b48c-4edd-9806-00be2d2a57b0,"Taylor Potter MD",Australia,Comoros,"Jeremy Lewis",9,2638.71,34.43,2022-12-04,Refunded
2022-09-07,ec6fe793-b48c-4edd-9806-00be2d2a57b0,"Taylor Potter MD",Australia,Comoros,"Joshua Lynch",2,603.8,38.19,2022-12-04,Pending
2023-06-02,7877ee12-7530-4a8d-adfe-2bec7d8df59f,"Jennifer Harris","South America",Kenya,"Julie Cox",4,480.08,45.66,2023-03-18,Refunded
2022-06-28,0cf88a9a-edda-40f0-836d-adff1c735e38,"Eric Lewis",Africa,"Saint Martin","Carrie Shannon",10,4071.4,43.08,2022-09-17,Canceled
2023-05-03,7b073da9-c13e-453c-b9ca-77dffa7b2ef5,"Taylor Bonilla","North America",Aruba,"Amy Cole",9,221.13,39.23,2022-08-16,Completed
2023-03-17,a53679e4-c4ac-4b9b-a562-f84a2e0b5ac6,"Brett Reed",Asia,Ireland,"Brian House",9,3511.17,35.5,2022-06-17,Completed
2024-01-16,95442e10-bf48-4a8b-a0ff-c92b015a423b,"Robert Ramirez","South America","Cook Islands","Jeremy Ramirez",1,43.12,30.65,2023-02-18,Pending
2022-07-21,5310c85c-e824-4b8a-a28d-cc457a227167,"Douglas Santana","South America",Swaziland,"Kim Campbell",3,270.72,32.27,2023-02-23,Completed
2025-02-25,fa48a888-b317-4c64-bcaf-73d758bb834e,"John Castro",Africa,"Marshall Islands","Kelli Rosales",5,887.6,42.42,2024-02-20,Completed
2024-04-14,fe41c4a9-37cd-4853-ad73-627b43a2aebe,"Frank Velasquez",Australia,Myanmar,"Francisco Davis",8,2544.4,18.73,2023-11-03,Completed
2023-02-19,fe41c4a9-37cd-4853-ad73-627b43a2aebe,"Frank Velasquez",Australia,Myanmar,"Gregory Bond",4,1096.96,1.36,2023-11-03,Completed
2022-05-31,95339867-ef29-421e-8f37-f6a28716ff76,"Jeffrey Harding","South America","Holy See (Vatican City State)","Michelle Jones",5,1377.1,2.33,2023-03-09,Completed
2024-01-31,94bc9a9f-946c-4b73-afbf-b8e3dd485626,"David Hardin","South America",Oman,"James Taylor",2,425.2,40.92,2024-08-19,Refunded
2025-02-16,bcba7f9b-ea11-4b53-9830-ef806f3076a7,"Susan Anderson",Asia,Niger,"Taylor Thornton",7,967.05,7.33,2023-02-10,Refunded
2024-02-07,722029f4-e819-4e69-bed3-f24c7e555142,"Stacy Kelley",Asia,Angola,"Justin Young",7,1118.04,23.77,2024-09-01,Completed
2022-09-14,eefdd587-3fba-4e88-941e-2497d371fe2e,"Jessica Sanders","South America",Gabon,"Alicia Thomas",1,21.43,25.49,2022-11-10,Canceled
2024-08-27,1adb7e96-c23d-4334-bc13-09cb5a11ff23,"Carla Robinson","North America",Greece,"James Powell",4,1258.36,34.74,2025-01-21,Completed
2022-08-29,df38911e-ccd6-4c61-acd0-53c6989b1fd6,"Keith Olson",Asia,Liechtenstein,"Julie Medina",6,591.24,42.45,2022-05-04,Refunded
2023-02-19,bf9af45b-4200-4750-92b3-2a96594dca22,"Brenda Smith",Europe,"Slovakia (Slovak Republic)","David Barnett",5,134.1,34.57,2024-10-04,Completed
2024-12-19,b8d32b90-6357-4195-85ca-746385f4a5be,"Donald Davis","South America",Georgia,"Stephen Barr",3,1343.25,13.88,2023-11-26,Completed
2024-06-25,5e941d3e-78f2-4e9a-8c7f-dda7a0d8c94c,"Wesley Davis",Australia,France,"Shelley Reynolds",5,1240.8,28,2023-07-04,Completed
2024-03-08,ad37b52e-89d4-4651-af6a-8b0a4ab06885,"John Garcia","South America",Congo,"Austin Turner",8,126.4,33.03,2023-05-06,Completed
2023-06-21,7c67cbb3-0fae-4351-ad9f-96f346078594,"Troy Bowers",Australia,Fiji,"Gwendolyn Bishop",3,235.41,45.31,2022-03-08,Refunded
2022-09-15,2ad02777-8e81-467f-bbf2-fc94b7254529,"Dana Burns","South America",Nigeria,"Amy Gray",1,480.6,35.64,2023-07-05,Refunded
2025-01-19,4999cbcf-5bc4-462c-bd3d-bc0868e328af,"Taylor Campos","North America","French Guiana","Crystal Lewis",1,227.41,45.92,2022-07-24,Canceled
2023-01-04,be26fe4d-2169-42a4-b67e-90264e1c8cbc,"Charles Carpenter","North America","Cocos (Keeling) Islands","Daniel Lopez",4,264,28.04,2023-03-11,Canceled
2023-12-09,7ed2c6c9-0036-4cfc-9d75-5a114df8ebf5,"Clarence Campos",Europe,Bangladesh,"David Thomas",8,1720.16,2.59,2025-02-06,Refunded
2023-01-13,57600d6d-15a8-4a4a-85d4-7c7a6699f22f,"Thomas Day","South America",Jamaica,"Gregory Figueroa",8,759.6,14.35,2024-07-05,Refunded
2024-11-06,57600d6d-15a8-4a4a-85d4-7c7a6699f22f,"Thomas Day","South America",Jamaica,"Justin Schmidt",8,3475.92,10.47,2024-07-05,Canceled
2025-02-19,80f024d6-947b-4d31-aa5e-6eb9837f3cdc,"Ann Stone",Europe,Togo,"Summer Perez",1,397.54,17.36,2022-09-21,Canceled
2025-02-21,acab1633-f0c6-4e4e-9a00-0c08c2ae225b,"Wesley Gardner",Europe,"Holy See (Vatican City State)","Sandy Hopkins",6,1379.7,1.25,2023-08-01,Pending
2025-01-04,acab1633-f0c6-4e4e-9a00-0c08c2ae225b,"Wesley Gardner",Europe,"Holy See (Vatican City State)","Brian Anderson",5,516.1,45.82,2023-08-01,Canceled
2023-06-25,da1ae723-a1cb-45ef-87d8-4c4659193b83,"Nicole Holloway",Australia,"Saint Barthelemy","Megan Dunlap",6,1005.18,45.99,2023-01-29,Pending
2022-05-19,da1ae723-a1cb-45ef-87d8-4c4659193b83,"Nicole Holloway",Australia,"Saint Barthelemy","Samuel Jackson",10,1318.2,46.4,2023-01-29,Completed
2022-11-27,859127c0-29e1-436d-ab00-9ccea4d3abce,"Richard Huynh",Europe,Bulgaria,"Ruben Hicks",1,80.2,38.59,2023-12-25,Canceled
2022-10-30,53f40a33-affb-4ad1-a19f-31693984fe4e,"Gregory Williams",Europe,Kuwait,"Zachary Todd",1,380.08,37.15,2022-08-11,Completed
2024-07-04,f5117c6f-2457-4eff-b4d8-e642a28efc66,"Rachel Perkins",Australia,"Saint Barthelemy","Matthew Wilkins",2,173.44,46.66,2022-12-10,Canceled
2024-04-19,f5117c6f-2457-4eff-b4d8-e642a28efc66,"Rachel Perkins",Australia,"Saint Barthelemy","Benjamin Harris",7,2987.11,30.16,2022-12-10,Pending
2024-11-07,b2d15362-5aee-4b91-9c42-590b0272b782,"Stephanie Hughes",Africa,"San Marino","William Peterson",6,262.2,36.07,2023-09-19,Completed
2024-07-07,b2d15362-5aee-4b91-9c42-590b0272b782,"Stephanie Hughes",Africa,"San Marino","Mark Sanchez",4,1414,19.27,2023-09-19,Completed
2022-09-13,066d01e2-0f35-4e42-a517-02f320963f90,"Cameron Hampton","North America",Reunion,"Kathleen Hicks",6,1933.98,17.25,2023-04-22,Pending
2023-09-28,847a600c-bbf5-4e00-94c7-00199696d554,"Cesar Rose",Africa,Vanuatu,"Tammy Bray",2,469.08,7.89,2023-05-16,Refunded
2022-10-24,cfcad45c-8f8d-4e45-8722-a8257633a0ac,"Casey Yoder","North America",Ethiopia,"Mary Hammond",3,902.82,25.41,2023-10-31,Refunded
2023-11-06,351d9df2-50b0-4173-a551-ac564e5dd436,"Erica Hopkins",Australia,Lebanon,"Ryan Ferguson",2,534.84,31.68,2025-02-13,Canceled
2022-03-11,351d9df2-50b0-4173-a551-ac564e5dd436,"Erica Hopkins",Australia,Lebanon,"Barbara Mason",10,1621.8,1.24,2025-02-13,Refunded
2024-03-15,a52c1017-50c3-4522-972a-5b24970399d2,"Jose Perez","North America",Suriname,"Jesus Smith Jr.",9,634.14,15.01,2023-08-12,Canceled
2024-05-09,a52c1017-50c3-4522-972a-5b24970399d2,"Jose Perez","North America",Suriname,"Laura Foley",3,1060.5,35.24,2023-08-12,Completed
2022-11-25,b5f07a58-2000-4137-8241-d17b7816c6a4,"Douglas Pennington",Europe,Tonga,"Brian Cortez",1,101.8,3.07,2025-01-14,Refunded
2023-10-30,8427e9f3-194d-44a9-894a-da42f0c45700,"Cheryl Garcia","North America",Kuwait,"Jacob Dean",1,141.01,30.94,2022-04-25,Completed
2022-09-19,8d7b1d87-40a7-4009-8659-6fd362aea562,"William Brown","South America",Namibia,"Heather Wilcox",8,1596.24,10.24,2022-05-25,Refunded
2024-03-06,a417d451-85bc-4a23-a1f5-4a3ff89cdef7,"Wanda Ramirez",Africa,Gibraltar,"Mario Hernandez",3,1287.27,14.95,2022-09-20,Refunded
2024-02-15,570ecffa-4086-4c57-93c5-55ff505a967a,"Nancy Kerr",Australia,Chad,"Mary Schneider",10,4723.3,24.81,2022-11-28,Completed
2022-08-01,e940fe66-802c-43a8-b435-950639e08694,"Susan Horne","North America",Nauru,"Danielle Smith",2,894.18,37.53,2024-08-04,Completed
2022-11-21,f868df27-1a32-443c-8532-1c4a131a620b,"Tammie Harrington","South America","Sri Lanka","Lisa Raymond",7,3266.55,4.65,2025-01-24,Completed
2022-11-11,f868df27-1a32-443c-8532-1c4a131a620b,"Tammie Harrington","South America","Sri Lanka","Mariah Armstrong",7,2920.61,23.5,2025-01-24,Canceled
2023-07-21,f2fc6155-98cd-4216-9846-8f254c7b99c1,"Steven Petersen",Africa,"Libyan Arab Jamahiriya","Tyler Maldonado",5,1881.15,27.16,2024-03-29,Pending
2022-11-05,49700ef9-bbea-40ea-812a-91473fda5a29,"Brandon Munoz",Africa,"Faroe Islands","Sabrina Clark",7,69.93,18.68,2023-09-06,Completed
2023-09-18,0aec7176-35ad-4588-8b6f-bba9d61a1f40,"Christopher Tapia",Australia,Mongolia,"William Cabrera",6,1747.62,27.02,2022-12-14,Refunded
2024-06-20,57ce5654-3153-4b3e-946d-817460491f27,"Jeff Russell","South America",Guam,"Leslie Hughes",9,775.26,39.79,2023-04-26,Refunded
2025-02-11,bf336bb9-e3ef-41d8-9a03-e455defe14ba,"Kim Fernandez",Europe,India,"Brian Richardson",10,1981.3,42.34,2023-02-05,Refunded
2023-06-30,abc3e47c-55af-42a4-af94-91ab6fab2dd7,"Sarah Sawyer",Asia,"Czech Republic","Dr. Clinton Allen MD",10,1431.9,40.69,2022-10-20,Completed
2023-11-21,7c088f1d-eae4-46f1-aa4c-62b2940d4464,"Christopher Kidd","North America",Australia,"Tyler Garza",1,128.52,39.99,2023-06-13,Completed
2024-12-02,7c088f1d-eae4-46f1-aa4c-62b2940d4464,"Christopher Kidd","North America",Australia,"Peter Moore",1,340.99,0.54,2023-06-13,Canceled
2024-04-23,19a3bb32-35ca-4e64-924c-b16b0b520ef0,"Clayton Shepherd","South America",Ghana,"Susan Howard",5,205.2,7.97,2023-08-14,Refunded
2024-09-17,0bb68fd1-1f6e-4ada-9657-dab8bc923837,"Samantha Hess",Europe,Senegal,"Grant Robinson",5,1073.95,30.74,2024-05-04,Refunded
2025-02-04,447b7c57-2bcb-47ef-b0a8-34124fea770e,"Jeremy Gibson",Australia,"Libyan Arab Jamahiriya","Laura Ruiz",2,860.62,32.92,2025-01-22,Refunded
2023-10-15,f51bf793-07db-4204-8e78-0870342a500d,"Michael Jenkins",Europe,Moldova,"Jasmine Diaz",2,275.8,49.85,2023-04-02,Completed
2023-06-29,8fe691c0-164f-4a1d-846c-fce9884c311b,"Diana Gilmore",Australia,Canada,"Amy Moyer",1,410.48,12.05,2023-08-30,Canceled
2023-09-17,b9518b44-d8eb-4d9c-a620-80b8028b48e7,"Mark Snyder","North America",Chad,"William Mcdaniel",2,24.5,1.07,2022-12-03,Completed
2022-04-15,62907141-221c-4c11-9c12-60e9383804ad,"Jesse Hicks","North America",Jersey,"Dawn Morris",4,1058.48,29.34,2024-08-05,Canceled
2023-08-10,b50b1e8a-d322-4248-8fa7-1ec8515a337d,"Ralph Owen",Australia,Malta,"Nicole Davis",10,1594,14.46,2023-11-17,Refunded
2023-02-10,86909fac-7786-434c-9fd7-ae074785d6d1,"Ashley Johnson","South America","French Polynesia","Travis Hancock",4,1906.72,17.08,2023-10-12,Pending
2024-08-27,9bb60345-0e59-4dd1-9481-2d569250209c,"Amanda Davis",Europe,"Norfolk Island","Stanley Klein",10,560.3,18.59,2022-09-02,Pending
2023-07-27,ab598622-58cb-466e-a773-f5759e79db55,"Amanda Vaughn",Asia,Uruguay,"Evan Hays",3,953.73,48.83,2022-08-03,Completed
2023-01-08,158db80f-f50f-488a-922c-edd89eeddff8,"Jennifer Warren","South America",Myanmar,"Amy Hunter",7,850.64,23.62,2022-07-10,Refunded
2024-07-30,6153eb44-e976-49b3-96d0-5061a1c1c17a,"Carrie Smith",Asia,Argentina,"Melinda English",5,2442.25,8.8,2024-11-09,Canceled
2023-05-17,6153eb44-e976-49b3-96d0-5061a1c1c17a,"Carrie Smith",Asia,Argentina,"James Jackson",4,1018,19.32,2024-11-09,Pending
2023-11-01,293ece8e-6f28-4265-af10-7be2e52202ef,"Lori Crawford",Europe,Reunion,"Michael Christensen",4,623.08,10.82,2022-12-09,Canceled
2024-01-21,293ece8e-6f28-4265-af10-7be2e52202ef,"Lori Crawford",Europe,Reunion,"Frances Mckinney",5,895.15,47.4,2022-12-09,Refunded
2023-05-11,2e20c7ae-0838-440b-ba89-09bfc49b318b,"Janice Wade",Australia,China,"Jason Gibson",9,2405.7,18.84,2024-08-24,Refunded
2024-01-31,1961a869-2af1-47bb-8778-9b3c736047ca,"Susan Adams",Europe,Paraguay,"Michael Davis",9,3322.89,14.03,2025-01-24,Refunded
2023-02-07,e43edeca-4d3e-4c6c-85a6-63ac6ffd567a,"Ryan Martin",Australia,Chile,"Daniel Perez",1,245.13,29.04,2023-07-27,Refunded
2025-01-30,e43edeca-4d3e-4c6c-85a6-63ac6ffd567a,"Ryan Martin",Australia,Chile,"Jacob Johns",4,1893.88,11.19,2023-07-27,Completed
2023-05-05,54eac85d-0f04-4d7a-8e6d-9a25f943dfbe,"Marcia Dunn","South America",Latvia,"Jennifer Wise",8,52.4,0.99,2024-12-07,Canceled
